,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
11415,Xele.ptg000067l.641,PCMP-H91,NA,"Pentatricopeptide repeat-containing protein At1g08070, chloroplastic","GO:0009507,GO:0003729,GO:0005515,GO:0000959,GO:0009793,GO:0016554,GO:0016556,GO:0031425,GO:1900865""","chloroplast,mRNA binding,protein binding,mitochondrial RNA metabolic process,embryo development ending in seed dormancy,cytidine to uridine editing,mRNA modification,chloroplast RNA processing,chloroplast RNA modification",Cluster 9
11416,Xele.ptg000067l.642,KCS16,NA,3-ketoacyl-CoA synthase 11,"GO:0016020,GO:0005515,GO:0009922,GO:0006970,GO:0009416,GO:0009611,GO:0009826,GO:0010025,GO:0010345,GO:0042761,GO:0048868,GO:0070417","membrane,protein binding,fatty acid elongase activity,response to osmotic stress,response to light stimulus,response to wounding,unidimensional cell growth,wax biosynthetic process,suberin biosynthetic process,very long-chain fatty acid biosynthetic process,pollen tube development,cellular response to cold",Cluster 2
11417,Xele.ptg000067l.643,ELCL,Q9FFY6.1RecName,Protein ELC-like,GO:0009987,cellular process,Cluster 2
11418,Xele.ptg000067l.644,LOC104609590,XP_008775233.2protein LONGIFOLIA 1-like,NA,NA,NA,Cluster 2
11419,Xele.ptg000067l.650,MIND1,NA,"Iron-sulfur protein required for NADH dehydrogenase, mitochondrial","GO:0005759,GO:0009507,GO:0005524,GO:0046872,GO:0051539,GO:0140663,GO:0016226,GO:0032543,GO:0032981""","mitochondrial matrix,chloroplast,ATP binding,metal ion binding,4 iron, 4 sulfur cluster binding,ATP-dependent FeS chaperone activity,iron-sulfur cluster assembly,mitochondrial translation,mitochondrial respiratory chain complex I assembly",Cluster 7
11420,Xele.ptg000067l.652,P08626,NA,Glu S.griseus protease inhibitor,"GO:0004867,GO:0006950""","serine-type endopeptidase inhibitor activity,response to stress",Cluster 8
11421,Xele.ptg000067l.655,OR23,Q0V7S6.1RecName,F-box/kelch-repeat protein OR23,NA,NA,Cluster 7
11422,Xele.ptg000067l.660,NANA,NA,Aspartic proteinase 36,"GO:0005829,GO:0005886,GO:0043231,GO:0090406,GO:0004190,GO:0006508,GO:0006952,GO:0009555,GO:0009846,GO:0009860,GO:0010033,GO:0010183,GO:0030163,GO:0050794,GO:1901700","cytosol,plasma membrane,intracellular membrane-bounded organelle,pollen tube,aspartic-type endopeptidase activity,proteolysis,defense response,pollen development,pollen germination,pollen tube growth,response to organic substance,pollen tube guidance,protein catabolic process,regulation of cellular process,response to oxygen-containing compound",Cluster 7
11423,Xele.ptg000067l.661,LECRK18,NA,L-type lectin-domain containing receptor kinase SIT2,"GO:0090333,GO:1901001,GO:0009611,GO:0009555,GO:0045028,GO:0046777,GO:0007166,GO:0009751,GO:1900425,GO:0043621,GO:0005886,GO:0004675,GO:0005524,GO:0071472,GO:0002229,GO:0140426,GO:0071369,GO:2000022,GO:0050832,GO:0048041,GO:0070403,GO:0106167","regulation of stomatal closure,negative regulation of response to salt stress,response to wounding,pollen development,G protein-coupled purinergic nucleotide receptor activity,protein autophosphorylation,cell surface receptor signaling pathway,response to salicylic acid,negative regulation of defense response to bacterium,protein self-association,plasma membrane,transmembrane receptor protein serine/threonine kinase activity,ATP binding,cellular response to salt stress,defense response to oomycetes,pathogen-associated molecular pattern receptor signaling pathway,cellular response to ethylene stimulus,regulation of jasmonic acid mediated signaling pathway,defense response to fungus,focal adhesion assembly,NAD+ binding,extracellular ATP signaling",Cluster 8
11424,Xele.ptg000067l.665,NA,XP_010934367.1uncharacterized protein LOC105054526 isoform X1,NA,NA,NA,Cluster 2
11425,Xele.ptg000067l.673,NA,-,NA,NA,NA,Cluster 2
11426,Xele.ptg000067l.678,CAF1-1,NA,Probable CCR4-associated factor 1 homolog 11,"GO:0005622,GO:0005515,GO:0008408,GO:0000289,GO:0002213,GO:0009611,GO:0042742","intracellular anatomical structure,protein binding,3'-5' exonuclease activity,nuclear-transcribed mRNA poly(A) tail shortening,defense response to insect,response to wounding,defense response to bacterium",Cluster 7
11427,Xele.ptg000067l.681,CAF1-1,NA,Probable CCR4-associated factor 1 homolog 11,"GO:0005622,GO:0005515,GO:0008408,GO:0000289,GO:0002213,GO:0009611,GO:0042742","intracellular anatomical structure,protein binding,3'-5' exonuclease activity,nuclear-transcribed mRNA poly(A) tail shortening,defense response to insect,response to wounding,defense response to bacterium",Cluster 7
11428,Xele.ptg000067l.683,EDR2L,NA,Protein ENHANCED DISEASE RESISTANCE 2,"GO:0005737,GO:0012505,GO:0016020,GO:0043231,GO:0050896""","cytoplasm,endomembrane system,membrane,intracellular membrane-bounded organelle,response to stimulus",Cluster 1
11429,Xele.ptg000067l.686,PCMP-A3,NA,Pentatricopeptide repeat-containing protein At5g27110,"GO:0005737,GO:0043231,GO:0005488,GO:0000959,GO:0006396,GO:0009451""","cytoplasm,intracellular membrane-bounded organelle,binding,mitochondrial RNA metabolic process,RNA processing,RNA modification",Cluster 8
11430,Xele.ptg000067l.695,TUFB1,NA,"Elongation factor Tu, mitochondrial","GO:0009507,GO:0003729,GO:0003746,GO:0003924,GO:0005525,GO:0046686,GO:0070125","chloroplast,mRNA binding,translation elongation factor activity,GTPase activity,GTP binding,response to cadmium ion,mitochondrial translational elongation",Cluster 10
11431,Xele.ptg000067l.699,LOC118343938,XP_024010851.1ankyrin repeat-containing protein BDA1,NA,NA,NA,grey
11432,Xele.ptg000067l.700,NA,XP_039017130.1ankyrin repeat-containing protein BDA1-like,NA,NA,NA,Cluster 2
11433,Xele.ptg000067l.703,LOC104611938,NA,NA,"GO:0005682,GO:0046540,GO:0071021,GO:0000350""","U5 snRNP,U4/U6 x U5 tri-snRNP complex,U2-type post-spliceosomal complex,generation of catalytic spliceosome for second transesterification step",Cluster 7
11434,Xele.ptg000067l.706,AXR4,NA,Protein AUXIN RESPONSE 4,"GO:0005737,GO:0043231,GO:0009733,GO:0009926""","cytoplasm,intracellular membrane-bounded organelle,response to auxin,auxin polar transport",Cluster 2
11435,Xele.ptg000067l.707,STP6,NA,Sugar transport protein MST4,"GO:0005886,GO:0012505,GO:0090406,GO:0005354,GO:0005358,GO:0008506,GO:0015578,GO:0055055,GO:0009414,GO:0009651,GO:0009737,GO:0042882,GO:0071333,GO:1904659""","plasma membrane,endomembrane system,pollen tube,galactose transmembrane transporter activity,high-affinity glucose:proton symporter activity,sucrose:proton symporter activity,mannose transmembrane transporter activity,D-glucose:proton symporter activity,response to water deprivation,response to salt stress,response to abscisic acid,L-arabinose transmembrane transport,cellular response to glucose stimulus,glucose transmembrane transport",Cluster 1
11436,Xele.ptg000067l.711,UGT73C7,NA,Anthocyanin 3'-O-beta-glucosyltransferase,"GO:0005515,GO:0050403,GO:0050502,GO:0080043,GO:0009636,GO:0009987,GO:0010224,GO:0016134,GO:0051707,GO:0065007,GO:1901360","protein binding,trans-zeatin O-beta-D-glucosyltransferase activity,cis-zeatin O-beta-D-glucosyltransferase activity,quercetin 3-O-glucosyltransferase activity,response to toxic substance,cellular process,response to UV-B,saponin metabolic process,response to other organism,biological regulation,organic cyclic compound metabolic process",Cluster 1
11437,Xele.ptg000067l.712,UGT73C6,NA,UDP-glycosyltransferase 73B4,"GO:0005737,GO:0035251,GO:0006725,GO:0009628,GO:0010033,GO:0032787,GO:0033554,GO:0065007,GO:1901360,GO:1901564,GO:1901576,GO:1901615,GO:1901701","cytoplasm,UDP-glucosyltransferase activity,cellular aromatic compound metabolic process,response to abiotic stimulus,response to organic substance,monocarboxylic acid metabolic process,cellular response to stress,biological regulation,organic cyclic compound metabolic process,organonitrogen compound metabolic process,organic substance biosynthetic process,organic hydroxy compound metabolic process,cellular response to oxygen-containing compound",Cluster 5
11438,Xele.ptg000067l.713,TMT-3,NA,Cycloartenol-C-24-methyltransferase 1,"GO:0003838,GO:0008170,GO:0006644,GO:0007389,GO:0009793,GO:0016126,GO:0032259,GO:0032876,GO:0045017,GO:1901564","sterol 24-C-methyltransferase activity,N-methyltransferase activity,phospholipid metabolic process,pattern specification process,embryo development ending in seed dormancy,sterol biosynthetic process,methylation,negative regulation of DNA endoreduplication,glycerolipid biosynthetic process,organonitrogen compound metabolic process",Cluster 8
11439,Xele.ptg000067l.714,GSMUA_03270.1,XP_039121533.1uncharacterized protein LOC120258243,NA,GO:0016020,membrane,Cluster 2
11440,Xele.ptg000067l.715,GSMUA_03270.1,XP_010918185.1uncharacterized protein LOC105042593,NA,NA,NA,Cluster 2
11441,Xele.ptg000067l.716,LOC111020315,XP_010938942.1uncharacterized protein LOC105057918,NA,NA,NA,Cluster 1
11442,Xele.ptg000067l.722,GID2,NA,F-box protein SNE,"GO:0010162,GO:0009937,GO:0005515,GO:0019005,GO:0048831,GO:0009845""","seed dormancy process,regulation of gibberellic acid mediated signaling pathway,protein binding,SCF ubiquitin ligase complex,regulation of shoot system development,seed germination",Cluster 2
11443,Xele.ptg000067l.724,NA,XP_020690395.1uncharacterized protein LOC110105295,NA,NA,NA,Cluster 1
11444,Xele.ptg000067l.725,At2g18520,Q9LSL9.1RecName,Pentatricopeptide repeat-containing protein At5g65560,NA,NA,Cluster 7
11445,Xele.ptg000067l.727,GDI1,NA,Guanosine nucleotide diphosphate dissociation inhibitor 2,"GO:0005093,GO:0005096,GO:0007264,GO:0015031""","Rab GDP-dissociation inhibitor activity,GTPase activator activity,small GTPase mediated signal transduction,protein transport",Cluster 1
11446,Xele.ptg000067l.729,LOC_Os03g21140,Q9SJ41.1RecName,Zinc finger CCCH domain-containing protein 18,GO:0003676,nucleic acid binding,Cluster 2
11447,Xele.ptg000067l.734,RTM2,NA,Inactive protein RESTRICTED TEV MOVEMENT 2,"GO:0005886,GO:0005515,GO:0009615,GO:0009987,GO:0010286,GO:0042542,GO:0045471,GO:0046685,GO:0046686,GO:0046688,GO:0046741""","plasma membrane,protein binding,response to virus,cellular process,heat acclimation,response to hydrogen peroxide,response to ethanol,response to arsenic-containing substance,response to cadmium ion,response to copper ion,transport of virus in host, tissue to tissue",Cluster 1
11448,Xele.ptg000067l.738,NA,-,NA,NA,NA,Cluster 9
11449,Xele.ptg000067l.739,At3g59070,Q9SJ74.2RecName,Cytochrome b561 and DOMON domain-containing protein At2g04850,GO:0016020,membrane,Cluster 2
11450,Xele.ptg000067l.740,TIM22-2,NA,Chloroplastic import inner membrane translocase subunit TIM22-2,"GO:0005743,GO:0009507,GO:0015031""","mitochondrial inner membrane,chloroplast,protein transport",Cluster 1
11451,Xele.ptg000067l.742,At2g30890,Q9FKH6.1RecName,Cytochrome b561 and DOMON domain-containing protein At5g35735,GO:0016020,membrane,Cluster 1
11452,Xele.ptg000067l.744,PCMP-E81,NA,"Pentatricopeptide repeat-containing protein At2g22410, mitochondrial","GO:0009507,GO:0003729,GO:0010182,GO:0031425,GO:0080156""","chloroplast,mRNA binding,sugar mediated signaling pathway,chloroplast RNA processing,mitochondrial mRNA modification",Cluster 10
11453,Xele.ptg000067l.746,NA,-,NA,NA,NA,Cluster 8
11454,Xele.ptg000067l.747,NA,-,NA,NA,NA,Cluster 8
11455,Xele.ptg000067l.754,Os09g0483500,XP_010928513.1uncharacterized protein LOC105050258,NA,GO:0005509,calcium ion binding,Cluster 2
11456,Xele.ptg000067l.755,NA,-,NA,NA,NA,Cluster 3
11457,Xele.ptg000067l.756,DGD2,NA,"Digalactosyldiacylglycerol synthase 2, chloroplastic","GO:0009707,GO:0043661,GO:0046481,GO:0009266,GO:0009809,GO:0009867,GO:0009877,GO:0016036,GO:0019375,GO:0031408,GO:0042550","chloroplast outer membrane,peribacteroid membrane,digalactosyldiacylglycerol synthase activity,response to temperature stimulus,lignin biosynthetic process,jasmonic acid mediated signaling pathway,nodulation,cellular response to phosphate starvation,galactolipid biosynthetic process,oxylipin biosynthetic process,photosystem I stabilization",Cluster 3
11458,Xele.ptg000067l.760,LOC105033600,XP_039120290.1uncharacterized protein LOC120256668,NA,GO:0016020,membrane,Cluster 3
11459,Xele.ptg000067l.765,DTX43,NA,Protein DETOXIFICATION 42,"GO:0016020,GO:0035618,GO:0005381,GO:0015137,GO:0006879,GO:0009737,GO:0010044,GO:0015746,GO:0016036,GO:0030001,GO:0055085""","membrane,root hair,iron ion transmembrane transporter activity,citrate transmembrane transporter activity,intracellular iron ion homeostasis,response to abscisic acid,response to aluminum ion,citrate transport,cellular response to phosphate starvation,metal ion transport,transmembrane transport",Cluster 8
11460,Xele.ptg000067l.771,NA,XP_020244765.1uncharacterized protein LOC109822909,NA,NA,NA,Cluster 1
11461,Xele.ptg000067l.773,RID3,NA,Protein JINGUBANG,"GO:0005737,GO:0005515,GO:0009846""","cytoplasm,protein binding,pollen germination",Cluster 3
11462,Xele.ptg000067l.774,AOS3,NA,Allene oxide synthase 2,"GO:0009528,GO:0031969,GO:0004497,GO:0005506,GO:0009978,GO:0016705,GO:0020037,GO:0006952,GO:0009611,GO:0009695,GO:0010597,GO:0016125,GO:0031408","plastid inner membrane,chloroplast membrane,monooxygenase activity,iron ion binding,allene oxide synthase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,defense response,response to wounding,jasmonic acid biosynthetic process,green leaf volatile biosynthetic process,sterol metabolic process,oxylipin biosynthetic process",Cluster 2
11463,Xele.ptg000067l.775,NA,-,NA,NA,NA,Cluster 2
11464,Xele.ptg000067l.776,AOS3,NA,Allene oxide synthase 2,"GO:0009528,GO:0031969,GO:0004497,GO:0005506,GO:0009978,GO:0016705,GO:0020037,GO:0006952,GO:0009611,GO:0009695,GO:0010597,GO:0016125,GO:0031408","plastid inner membrane,chloroplast membrane,monooxygenase activity,iron ion binding,allene oxide synthase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,defense response,response to wounding,jasmonic acid biosynthetic process,green leaf volatile biosynthetic process,sterol metabolic process,oxylipin biosynthetic process",Cluster 2
11465,Xele.ptg000068l.6,PDX13,NA,Probable pyridoxal 5'-phosphate synthase subunit PDX1,"GO:0005829,GO:0005886,GO:0012505,GO:0036381,GO:0042803,GO:0046982,GO:0006520,GO:0006982,GO:0008615,GO:0010224,GO:0010335,GO:0015994,GO:0042538,GO:0042823","cytosol,plasma membrane,endomembrane system,pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity,protein homodimerization activity,protein heterodimerization activity,amino acid metabolic process,response to lipid hydroperoxide,pyridoxine biosynthetic process,response to UV-B,response to non-ionic osmotic stress,chlorophyll metabolic process,hyperosmotic salinity response,pyridoxal phosphate biosynthetic process",Cluster 7
11466,Xele.ptg000068l.9,EDA40,NA,E3 ubiquitin-protein ligase WAV3,"GO:0005488,GO:0016740,GO:0009606","binding,transferase activity,tropism",Cluster 7
11467,Xele.ptg000068l.10,HEMA3,NA,"Glutamyl-tRNA reductase, chloroplastic","GO:0031969,GO:0032991,GO:0005515,GO:0008883,GO:0050661,GO:0006782,GO:0015995","chloroplast membrane,protein-containing complex,protein binding,glutamyl-tRNA reductase activity,NADP binding,protoporphyrinogen IX biosynthetic process,chlorophyll biosynthetic process",Cluster 4
11468,Xele.ptg000068l.11,P07745,NA,Patatin-like protein 6,"GO:0005737,GO:0005886,GO:0004620,GO:0005515,GO:0047617,GO:0006644,GO:0006952,GO:0019374,GO:0042221,GO:0051707","cytoplasm,plasma membrane,phospholipase activity,protein binding,acyl-CoA hydrolase activity,phospholipid metabolic process,defense response,galactolipid metabolic process,response to chemical,response to other organism",Cluster 2
11469,Xele.ptg000068l.12,NA,-,NA,NA,NA,Cluster 2
11470,Xele.ptg000068l.14,GSMUA_24900.1,XP_008785286.1uncharacterized protein LOC103703967,NA,NA,NA,Cluster 8
11471,Xele.ptg000068l.15,Os04g0520700,XP_020164765.1uncharacterized protein LOC109750221,NA,NA,NA,Cluster 6
11472,Xele.ptg000068l.17,NA,-,NA,NA,NA,Cluster 2
11473,Xele.ptg000068l.23,B6U027,XP_039143119.1LOW QUALITY PROTEIN: uncharacterized protein LOC120280360,NA,NA,NA,Cluster 1
11474,Xele.ptg000068l.25,NA,-,NA,NA,NA,Cluster 3
11475,Xele.ptg000068l.26,LOC103703951,XP_039806180.1uncharacterized protein LOC120670178 isoform X1,NA,GO:0005789,endoplasmic reticulum membrane,Cluster 3
11476,Xele.ptg000068l.29,GATL9,NA,Probable galacturonosyltransferase-like 3,"GO:0000139,GO:0031984,GO:0090406,GO:0047262,GO:0000902,GO:0006979,GO:0010417,GO:0032504,GO:0045489,GO:0048354,GO:0048363,GO:0048366,GO:0048468,GO:0052386,GO:0071668","Golgi membrane,organelle subcompartment,pollen tube,polygalacturonate 4-alpha-galacturonosyltransferase activity,cell morphogenesis,response to oxidative stress,glucuronoxylan biosynthetic process,multicellular organism reproduction,pectin biosynthetic process,mucilage biosynthetic process involved in seed coat development,mucilage pectin metabolic process,leaf development,cell development,cell wall thickening,plant-type cell wall assembly",Cluster 2
